,0,1,2,3,4,5,6
1005,89.89,88.4,0.27,2.04,7820.62,8091.26,95.19
1006,88.88,99.41,0.49,0.39,9886.17,7911.64,93.05
1007,87.84,87.92,-0.77,0.09,7733.18,7725.48,91.77
1008,87.89,99.64,1.84,1.53,9931.36,7734.6,93.61
1009,88.17,85.64,3.32,2.43,7337.74,7785.18,89.84
1010,87.01,94.74,1.11,1.17,8979.54,7581.78,92.68
1011,88.78,95.7,0.97,2.01,9164.56,7891.29,89.08
1012,88.34,94.12,-0.35,1.74,8863.02,7812.46,90.92
1013,89.24,87.72,-0.51,-0.19,7698.91,,
1014,89.36,89.6,-0.52,-0.44,8033.45,,
1015,88.61,86.14,3.02,3.2,7422.22,7862.22,90.74
1016,87.66,84.78,1.19,1.2,7191.55,7695.84,91.37
1017,87.73,87.59,1.64,0.83,7675.05,7706.14,89.42
1018,90.74,88.29,-1.1,0.28,7799.47,8243.13,96.75
1019,88.25,93.75,0.65,0.9,8793.83,7795.29,91.05
1020,86.6,87.6,-0.61,1.61,7680.71,7503.62,93.66
1021,89.28,86.35,-1.07,0.7,7456.69,7980.61,94.14
1022,88.61,94.24,0.13,0.48,8888.18,7860.69,92.11
1023,87.87,91.82,1.53,1.12,8434.17,7732.42,93.13
1024,87.69,90.29,-1.12,1.96,8159.85,7700.44,92.32
1025,88.2,96.12,-1.4,-0.09,9242.53,,
1026,87.31,88.67,2.56,2.49,7866.85,7637.48,93.08
1027,88.55,89.28,-0.48,-0.3,7974.35,,
1028,87.67,91.62,1.75,0.28,8397.44,7697.05,92.11
1029,89.22,85.09,-0.85,2.58,7244.52,7968.91,94.22
1030,87.96,97.63,2.17,0.24,9537.14,7745.22,94.63
1031,87.17,86.34,-0.03,-0.91,7456.43,,
1032,87.95,86.51,1.3,0.95,7491.16,7745.39,92.03
1033,87.26,87.25,-0.63,0.86,7617.14,7623.92,92.18
1034,86.96,89.63,0.38,-1.7,8037.33,,
1035,87.19,87.44,1.05,0.12,7651.02,7611.16,93.3
1036,87.06,87.67,0.76,3.05,7690.37,7588.43,95.8
1037,91.04,87.35,-0.87,1.6,7634.32,8297.93,98.12
1038,89.66,89.61,1.08,0.7,8036.44,8051.19,96.96
1039,90.01,91.7,-0.59,1.09,8416.41,8111.92,95.58
1040,87.72,93.46,0.32,0.69,8738.64,7704.76,90.63
1041,85.71,92.97,0.48,1.05,8647.55,7359.06,91.85
1042,86.87,92.34,1.49,1.04,8532.62,7558.62,93.08
1043,87.3,90.2,-0.32,-0.03,8141.43,,
1044,85.93,95.12,-0.61,1.8,9054.1,7395.31,91.1
1045,88.92,95.38,1.44,1.26,9103.0,7917.94,96.25
1046,86.82,93.05,0.3,0.1,8664.02,7545.76,91.76
1047,87.17,91.74,1.69,0.96,8420.24,7610.5,93.15
1048,88.63,88.32,1.52,-0.24,7804.75,,
1049,87.19,85.54,-0.11,-0.3,7319.65,,
1050,89.47,94.99,0.24,-0.7,9023.73,,
1051,88.62,90.94,1.19,1.67,8273.3,7865.49,93.1
1052,89.21,90.88,-0.99,-0.1,8266.46,,
1053,88.06,88.76,-0.27,0.47,7881.1,7763.19,96.03
1054,89.39,87.02,1.36,1.69,7575.54,7998.67,91.94
1055,86.61,93.06,-0.68,1.86,8667.91,7511.07,89.35
1056,89.37,93.9,0.93,0.21,8822.44,7993.31,93.0
1057,86.77,92.52,-0.41,2.68,8563.3,7540.33,93.78
1058,88.49,92.17,-0.8,0.5,8498.15,7841.81,92.64
1059,87.48,86.97,0.48,-1.05,7566.73,,
1060,88.07,90.37,0.66,0.67,8170.21,7767.15,92.22
1061,88.25,83.3,1.78,3.91,6942.37,7797.06,93.65
1062,88.36,95.97,2.01,1.51,9212.21,7816.94,91.69
1063,88.11,83.93,1.68,2.2,7048.08,7776.49,92.69
1064,88.58,91.65,0.88,1.29,8404.25,7857.5,94.07
1065,86.98,86.75,0.28,1.33,7531.47,7575.07,87.65
1066,88.03,93.15,0.35,-1.22,8679.97,,
1067,87.71,81.78,0.5,0.35,6694.64,7700.65,88.11
1068,88.04,92.31,1.42,0.64,8528.51,7764.7,94.89
1069,87.88,90.51,0.99,1.32,8197.41,7736.02,91.78
1070,87.78,89.57,-1.86,1.11,8028.36,7716.26,95.05
1071,89.45,88.98,-0.21,0.32,7921.53,8011.04,94.49
1072,87.56,92.66,1.56,-0.22,8590.22,,
1073,87.08,93.18,1.44,1.66,8689.95,7593.4,93.01
1074,88.39,93.65,-1.07,1.76,8774.12,7822.36,90.71
1075,87.29,97.32,0.22,1.47,9474.91,7630.21,92.48
1076,87.34,96.74,2.05,-0.35,9365.58,,
1077,88.46,89.87,-0.17,0.5,8081.99,7835.33,92.14
1078,89.05,89.87,0.35,-0.32,8077.36,,
1079,89.14,85.35,1.15,-0.31,7288.98,,
1080,88.85,90.7,0.79,0.75,8231.62,7905.47,95.28
1081,87.34,89.85,1.87,1.81,8078.66,7636.9,93.85
1082,88.2,85.76,1.56,0.62,7361.76,7790.59,93.61
1083,89.19,92.14,0.24,-1.14,8492.71,,
1084,87.16,97.2,0.01,1.37,9454.54,7605.75,90.28
1085,86.97,90.94,-0.01,0.68,8274.26,7571.71,90.25
1086,89.11,96.36,0.35,0.61,9291.83,7949.03,95.04
1087,87.31,96.82,2.02,1.38,9381.29,7630.03,90.83
1088,87.25,86.22,0.72,0.38,7441.07,7620.36,91.86
1089,88.58,89.11,-0.02,0.23,7944.62,7856.64,90.59
1090,88.08,84.15,1.94,1.54,7087.52,7767.86,96.22
1091,86.97,97.26,0.76,0.33,9462.71,7572.54,94.91
1092,87.45,96.27,0.95,0.88,9275.74,7655.31,92.31
1093,87.81,99.79,1.22,0.59,9961.0,7718.19,95.43
1094,88.22,90.47,2.2,2.25,8185.58,7792.85,93.1
1095,90.03,91.7,-2.37,-1.14,8412.41,,
1096,88.1,93.99,1.29,-0.32,8839.52,,
1097,87.78,94.32,1.82,2.76,8901.4,7713.97,95.49
1098,87.53,96.48,0.04,0.04,9313.31,7667.38,90.64
1099,87.04,91.63,1.08,0.56,8401.79,7590.0,92.61
1100,88.32,98.22,1.14,0.91,9654.06,7808.95,91.65
1101,89.05,92.61,1.28,1.74,8578.66,7942.39,94.34
1102,87.33,91.55,1.99,2.11,8387.99,7636.03,95.22
1103,89.07,84.29,0.16,1.74,7109.09,7941.57,94.58
1104,87.3,93.36,2.39,0.34,8720.54,7631.97,94.31
1105,86.6,90.29,0.88,1.21,8156.79,7512.07,89.11
1106,87.4,95.5,0.49,2.41,9126.44,7648.25,91.82
1107,87.71,90.38,-1.19,1.25,8175.09,7698.97,93.43
1108,88.67,85.97,1.08,0.29,7393.39,7870.32,92.54
1109,87.75,89.28,-1.1,1.1,7975.96,7710.93,90.85
1110,89.31,88.8,-0.63,2.46,7888.72,7990.36,92.93
1111,88.55,95.04,-0.65,0.59,9037.97,7851.14,90.89
1112,87.69,93.74,0.09,-0.73,8795.25,,
1113,86.92,93.06,1.16,1.64,8666.15,7566.1,89.7
1114,89.5,88.83,1.43,2.48,7896.3,8020.56,89.96
1115,88.27,91.76,1.22,2.39,8428.36,7804.75,90.11
1116,89.7,90.15,2.05,0.93,8131.02,8057.52,92.0
1117,88.86,88.54,-1.95,3.34,7844.64,7906.71,91.28
1118,87.41,93.16,2.26,1.41,8683.36,7652.9,92.14
1119,89.85,90.67,-2.03,1.68,8227.48,8084.77,94.7
1120,89.24,88.98,-0.21,0.01,7920.56,7967.71,95.87
1121,88.26,91.45,1.48,1.44,8365.46,7799.24,90.46
1122,87.99,88.68,2.4,0.83,7873.24,7750.88,93.29
1123,88.76,92.54,0.92,2.15,8571.4,7889.62,92.23
1124,89.2,94.83,1.33,0.84,8998.35,7968.54,95.12
1125,87.14,95.15,-0.32,-0.03,9057.47,,
1126,87.35,92.07,0.02,1.1,8482.21,7639.1,94.23
1127,88.99,87.34,1.29,-0.83,7633.37,,
1128,88.13,92.13,1.09,-0.48,8493.46,,
1129,88.21,88.82,-0.16,0.7,7895.56,7792.5,92.45
1130,89.21,94.78,-0.05,0.44,8988.74,7965.3,92.03
1131,89.16,96.32,-0.42,1.21,9281.47,7963.67,93.46
1132,87.63,93.33,-0.75,0.45,8714.33,7687.61,94.29
1133,89.57,87.91,0.01,0.86,7733.98,8033.91,94.34
1134,87.12,89.53,-0.89,1.45,8021.07,7600.2,92.41
1135,88.74,89.59,0.67,0.78,8032.15,7883.89,91.69
1136,87.18,99.66,2.07,1.85,9939.66,7611.26,92.87
1137,88.24,88.4,0.4,-1.73,7819.32,,
1138,87.58,89.29,1.15,1.03,7976.83,7682.26,92.03
1139,88.21,89.34,-0.15,1.72,7987.11,7791.92,92.2
1140,89.56,95.61,0.07,0.04,9145.53,8023.95,89.69
1141,88.51,93.6,0.48,0.85,8766.65,7843.76,93.87
1142,88.24,85.95,0.36,1.64,7392.04,7794.51,91.27
1143,88.59,89.47,0.72,-0.07,8010.65,,
1144,89.19,91.85,-0.35,1.56,8439.85,7962.43,94.15
1145,89.4,89.8,-0.37,-2.17,8065.22,,
1146,87.24,89.01,1.55,0.7,7928.18,7618.38,91.11
1147,88.13,94.01,1.15,0.91,8842.42,7773.95,92.54
1148,87.9,89.31,0.18,-1.97,7979.18,,
1149,88.03,91.99,1.28,2.38,8467.53,7760.98,91.66
1150,87.28,85.75,0.94,1.22,7360.61,7628.71,92.71
1151,86.85,93.99,1.57,2.19,8840.22,7558.1,91.89
1152,88.64,90.33,1.9,1.79,8166.72,7865.73,93.59
1153,87.27,90.0,-0.19,1.6,8107.79,7628.46,93.82
1154,88.04,89.15,1.16,1.14,7953.94,7760.56,93.87
1155,87.22,86.59,2.39,-0.11,7503.18,,
1156,87.74,89.83,0.84,0.75,8074.92,7706.45,92.23
1157,87.44,98.36,0.51,0.59,9681.44,7652.27,93.41
1158,88.6,87.18,1.27,1.04,7606.12,7859.25,92.05
1159,88.0,85.86,1.48,0.31,7378.94,7753.05,92.41
1160,87.22,86.5,0.35,-1.13,7486.08,,
1161,88.02,96.93,1.81,2.6,9398.95,7758.31,92.61
1162,86.6,91.73,-1.48,1.85,8419.41,7511.16,92.84
1163,88.95,92.78,1.05,2.53,8616.66,7925.61,92.67
1164,86.4,90.32,-0.34,0.96,8160.21,7476.51,89.09
1165,87.12,88.54,0.08,0.79,7843.71,7600.08,88.06
1166,88.69,89.35,1.6,1.79,7991.05,7875.84,89.74
1167,88.72,92.5,-0.1,1.72,8565.29,7884.88,94.63
1168,87.27,90.5,0.81,0.81,8195.07,7629.56,90.51
1169,90.27,94.8,0.45,0.35,8993.82,8155.31,91.16
1170,88.09,89.3,0.65,0.07,7980.55,7770.12,89.42
1171,86.74,86.55,-1.35,0.85,7497.3,7537.68,88.65
1172,87.95,94.1,0.62,0.33,8858.75,7744.54,97.05
1173,87.46,90.73,1.35,0.68,8236.1,7660.26,88.44
1174,88.44,91.51,0.33,2.25,8379.77,7825.66,90.96
1175,87.86,93.37,0.41,1.93,8723.99,7733.14,90.91
1176,87.91,85.85,0.02,0.69,7374.71,7735.06,95.33
1177,89.22,85.4,-0.37,-0.73,7298.72,,
1178,86.92,92.4,0.97,2.06,8542.96,7565.94,89.9
1179,89.35,93.4,-1.48,-0.43,8724.08,,
1180,86.26,99.19,-2.06,0.91,9841.1,7449.7,89.41
1181,87.27,91.8,-0.56,2.05,8434.6,7628.79,91.84
1182,88.06,92.16,1.75,0.22,8498.66,7764.96,92.65
1183,88.5,83.23,1.24,0.37,6934.56,7843.54,95.76
1184,87.97,85.8,-0.21,-0.37,7368.42,,
1185,86.92,91.19,0.05,-0.18,8320.02,,
1186,88.9,85.87,-0.04,-1.08,7375.42,,
1187,88.48,95.26,0.47,-2.1,9073.12,,
1188,87.03,88.26,0.32,0.71,7796.64,7583.22,93.03
1189,88.77,96.97,1.24,1.93,9407.63,7890.75,93.31
1190,88.45,95.07,-0.92,-1.88,9039.12,,
1191,88.37,96.44,-0.55,0.01,9305.26,7814.29,94.56
1192,87.74,92.94,1.34,1.53,8644.57,7709.78,93.55
1193,88.86,91.33,-1.76,0.65,8344.62,7908.52,95.66
1194,88.77,83.51,-0.64,1.47,6982.87,7888.34,94.91
1195,87.89,89.56,0.3,0.52,8027.39,7733.71,94.76
1196,87.59,89.32,1.77,0.94,7981.98,7683.66,94.38
1197,87.17,86.94,2.33,1.73,7561.79,7606.41,89.15
1198,86.91,95.28,0.9,3.07,9082.35,7565.99,93.86
1199,87.79,95.64,0.5,-1.15,9150.63,,
1200,87.69,89.59,2.86,3.24,8030.39,7698.68,93.22
1201,86.25,86.33,-0.42,-0.24,7457.36,,
1202,88.28,92.59,0.41,1.64,8580.33,7805.83,94.41
1203,88.71,91.04,0.62,0.09,8290.57,7877.56,91.65
1204,88.83,90.24,1.0,1.29,8149.19,7898.64,97.09
1205,88.79,86.33,0.86,-0.37,7458.7,,
1206,87.72,88.76,2.71,1.88,7884.74,7705.99,93.71
1207,89.05,90.84,2.9,1.12,8258.8,7941.8,91.17
1208,87.39,93.05,2.43,1.08,8665.29,7647.85,92.55
1209,88.43,85.62,1.34,-0.38,7336.53,,
1210,87.6,85.98,-0.33,-0.19,7399.76,,
1211,87.12,91.36,2.36,1.48,8351.7,7601.51,95.25
1212,88.46,92.44,2.76,4.02,8550.48,7836.35,94.0
1213,88.63,84.84,-0.99,0.86,7202.9,7866.98,90.6
1214,87.53,89.51,0.06,-0.5,8013.89,,
1215,88.68,92.24,-0.23,-1.08,8510.43,,
1216,86.29,91.21,0.29,-1.17,8325.34,,
1217,89.13,86.24,-0.76,2.02,7440.27,7954.38,91.54
1218,87.47,89.24,0.56,-1.47,7965.1,,
1219,89.02,94.82,0.17,0.13,8994.02,7928.78,95.39
1220,86.48,92.87,0.56,-0.3,8627.21,,
1221,86.19,88.0,-0.33,0.76,7748.79,7436.5,90.85
1222,88.31,88.92,-0.15,-0.44,7908.57,,
1223,88.46,92.75,1.7,1.25,8607.56,7838.69,92.79
1224,89.58,91.95,-1.18,1.9,8462.31,8036.75,95.96
1225,85.79,88.31,-0.41,0.78,7805.07,7374.04,89.27
1226,87.45,100.29,3.18,0.9,10063.05,7658.68,91.77
1227,87.92,86.93,0.24,0.08,7564.88,7738.21,92.48
1228,87.58,94.13,-0.58,-0.04,8863.59,,
1229,88.14,88.2,1.11,-0.06,7781.45,,
1230,87.7,90.03,1.47,2.2,8111.62,7703.35,92.81
1231,87.83,92.41,0.0,-0.14,8542.05,,
1232,87.25,91.43,1.18,0.21,8362.92,7620.8,95.7
1233,86.5,91.04,0.41,1.29,8292.01,7493.96,93.86
1234,88.43,86.52,1.65,1.23,7492.03,7828.06,90.79
1235,88.54,88.84,0.35,-0.68,7895.82,,
1236,87.41,91.26,0.24,1.61,8333.97,7653.1,93.55
1237,88.63,91.14,-0.85,0.76,8311.49,7864.55,92.85
1238,88.11,96.78,1.91,-0.36,9373.07,,
1239,86.5,91.62,1.27,0.51,8400.95,7492.78,95.44
1240,86.95,93.98,0.01,0.17,8839.56,7570.78,91.61
1241,87.95,86.65,0.61,0.21,7511.75,7744.34,95.55
1242,89.76,91.45,-1.96,2.04,8368.83,8065.32,94.55
1243,86.33,87.33,1.17,2.55,7631.93,7466.35,88.68
1244,88.21,90.93,-1.39,2.17,8273.15,7792.89,91.5
1245,88.53,91.29,0.53,1.88,8339.21,7847.3,93.21
1246,86.97,84.93,0.44,1.11,7218.96,7574.47,91.74
1247,88.4,85.01,0.14,-0.7,7228.98,,
1248,86.92,94.75,1.19,0.76,8985.73,7568.59,92.78
1249,86.56,93.37,-0.87,1.74,8723.65,7500.55,89.61
1250,88.17,98.45,1.95,0.91,9702.24,7783.56,92.14
1251,86.92,87.59,-0.07,-1.25,7676.88,,
1252,86.62,88.32,-0.29,2.39,7805.69,7511.15,87.71
1253,87.83,90.03,-1.2,2.8,8109.55,7729.08,92.17
1254,88.16,88.59,0.24,0.9,7854.61,7782.45,95.53
1255,88.67,90.63,3.04,2.44,8219.13,7873.16,91.71
1256,89.84,89.42,1.9,-0.54,7999.58,,
1257,88.79,88.16,1.14,0.38,7776.72,7888.02,92.32
1258,88.87,94.57,0.36,0.49,8945.48,7906.33,91.31
1259,88.73,98.5,0.7,1.03,9708.49,7886.34,94.25
1260,88.44,86.7,2.19,1.48,7520.25,7832.31,93.78
1261,88.97,85.62,0.91,-0.7,7334.27,,
1262,86.67,96.34,0.74,0.97,9286.16,7524.53,92.13
1263,89.79,92.76,0.0,-0.25,8609.45,,
1264,88.51,90.52,1.5,1.4,8200.27,7848.62,92.92
1265,89.27,91.9,0.27,0.14,8451.7,7975.14,97.83
1266,90.39,92.03,-2.21,3.65,8472.7,8179.75,95.5
1267,89.48,88.81,0.17,0.57,7890.04,8017.96,93.38
1268,88.5,91.15,0.11,0.4,8311.71,7842.01,95.83
1269,86.5,96.06,0.23,-1.1,9228.73,,
1270,89.55,91.17,0.33,1.78,8317.96,8031.7,92.15
1271,88.37,82.57,1.6,0.89,6822.49,7819.16,96.31
1272,87.25,89.38,0.33,1.21,7992.51,7620.85,90.76
1273,88.5,86.69,1.2,1.44,7519.65,7841.69,90.7
1274,88.73,84.75,-0.9,1.14,7189.0,7882.62,93.08
1275,88.53,95.77,1.63,2.14,9177.26,7850.59,87.9
1276,87.88,95.51,1.91,2.66,9126.62,7732.62,90.17
1277,88.41,89.58,0.22,1.23,8030.04,7826.2,92.67
1278,87.9,95.35,1.63,3.74,9094.46,7733.12,91.95
1279,88.06,91.1,-0.13,-0.23,8300.46,,
1280,87.7,95.61,-0.43,1.99,9145.01,7702.41,90.9
1281,88.92,92.32,-0.21,1.38,8528.42,7917.63,93.16
1282,88.37,86.99,-0.52,-0.41,7570.15,,
1283,87.7,93.62,0.9,1.48,8770.43,7704.92,89.6
1284,88.76,88.9,1.11,1.83,7907.31,7887.04,92.08
1285,89.04,95.2,-0.01,0.92,9069.04,7935.79,92.37
1286,90.7,86.23,-1.89,-0.05,7438.5,,
1287,88.08,88.11,1.51,0.56,7767.64,7766.93,93.57
1288,88.13,95.03,0.15,1.13,9038.05,7777.87,92.99
1289,88.46,87.05,0.98,-1.51,7582.39,,
1290,89.54,101.04,-2.7,0.08,10209.83,8025.35,95.31
1291,88.19,89.75,0.16,-0.71,8057.97,,
1292,88.51,96.62,1.89,2.14,9341.86,7842.34,94.0
1293,87.29,94.99,1.71,2.73,9027.58,7629.27,90.16
1294,86.62,91.27,-0.01,-0.72,8335.2,,
1295,89.62,95.39,0.68,2.76,9105.2,8042.17,92.41
1296,87.55,89.53,0.77,1.39,8020.22,7673.64,91.9
1297,88.82,89.63,0.57,0.1,8040.25,7899.32,93.86
1298,87.1,89.37,1.32,0.53,7993.79,7594.81,92.5
1299,86.63,93.64,-0.96,1.99,8773.06,7514.46,91.46
1300,88.89,89.22,-1.35,3.04,7963.85,7918.01,91.81
1301,88.77,89.55,-0.47,3.19,8025.0,7886.96,94.1
1302,89.0,92.72,2.63,0.61,8606.19,7932.58,90.95
1303,89.39,89.16,0.07,-0.44,7953.27,,
1304,88.24,88.71,1.37,-0.68,7872.04,,
1305,87.93,88.99,1.65,0.43,7924.43,7738.91,93.19
1306,86.79,94.49,1.12,0.59,8932.56,7542.83,90.79
1307,88.73,91.69,2.15,1.41,8411.84,7881.79,93.26
1308,88.39,94.0,0.94,1.13,8841.46,7819.83,92.34
1309,87.41,79.51,0.91,2.03,6327.26,7651.01,92.84
1310,86.68,85.94,0.72,0.55,7388.45,7522.19,95.25
1311,87.19,96.1,1.22,2.09,9240.2,7610.49,90.99
1312,88.23,87.85,1.3,2.63,7722.27,7795.78,92.19
1313,89.18,95.3,1.43,1.99,9087.36,7961.98,93.94
1314,86.63,89.01,-0.34,1.21,7931.31,7512.12,92.56
1315,89.01,85.75,0.88,0.1,7356.11,7928.42,93.19
1316,88.59,92.74,1.94,1.2,8602.3,7859.91,92.96
1317,89.23,90.99,0.66,-0.08,8283.19,,
1318,86.75,84.64,-0.8,-0.27,7168.48,,
1319,88.28,89.28,1.5,1.15,7979.11,7802.68,93.24
1320,88.2,89.78,1.02,0.68,8064.47,7785.91,89.96
1321,88.33,83.26,1.56,2.05,6938.86,7814.37,92.71
1322,89.5,86.91,0.17,-0.11,7558.22,,
1323,86.02,88.66,-0.47,-1.19,7862.86,,
1324,87.16,84.79,1.68,1.56,7195.66,7605.53,91.08
1325,87.98,84.57,0.56,0.49,7156.91,7752.78,89.57
1326,90.16,92.74,0.03,0.71,8604.43,8139.44,94.61
1327,87.59,85.8,1.36,0.99,7366.96,7678.96,89.23
1328,88.31,91.34,1.17,1.67,8350.13,7810.17,93.99
1329,86.65,96.44,-2.23,1.85,9305.89,7521.65,92.4
1330,88.03,86.73,1.38,1.47,7526.91,7758.67,96.21
1331,88.59,99.93,0.74,2.07,9990.54,7858.27,95.1
1332,87.98,89.18,0.36,1.48,7957.48,7751.72,89.8
1333,89.59,93.77,0.45,0.21,8793.85,8033.8,93.45
1334,89.55,94.03,-0.49,0.42,8845.79,8024.5,93.18
1335,87.79,88.08,0.6,1.22,7762.22,7715.74,90.6
1336,88.13,89.98,-1.31,0.1,8100.09,7777.67,92.41
1337,86.92,90.68,-0.07,-0.85,8226.4,,
1338,87.93,88.66,0.61,0.73,7868.44,7738.51,92.6
1339,88.74,87.84,-1.71,0.08,7722.59,7882.51,95.75
1340,87.87,90.97,1.39,2.3,8278.8,7730.39,92.8
1341,90.04,90.96,-0.2,-1.2,8276.96,,
1342,87.37,94.88,0.76,0.6,9004.61,7643.16,93.61
1343,89.2,97.3,2.93,2.04,9474.29,7965.89,92.22
1344,88.3,90.11,-0.43,0.09,8126.93,7803.8,92.87
1345,87.09,88.9,2.46,1.09,7907.84,7593.65,90.38
1346,89.02,102.56,-0.88,2.13,10523.06,7935.21,94.49
1347,88.69,95.14,0.24,0.16,9050.29,7873.59,92.03
1348,87.74,91.14,2.76,1.12,8315.91,7706.42,92.89
1349,88.58,99.44,0.94,2.08,9890.32,7856.99,92.71
1350,89.23,92.91,2.24,1.88,8640.03,7972.69,93.15
1351,88.68,91.32,1.88,1.02,8343.78,7877.97,95.82
1352,89.13,90.11,-2.03,0.79,8126.91,7959.82,95.01
1353,88.38,93.03,3.15,1.24,8658.05,7821.98,94.06
1354,86.0,90.08,-0.04,-0.51,8118.15,,
1355,88.9,94.41,0.62,1.95,8918.16,7916.85,93.68
1356,86.75,95.97,-0.73,-1.45,9212.74,,
1357,89.83,90.84,0.48,0.03,8256.91,8074.87,93.97
1358,88.09,100.62,1.34,1.42,10130.03,7772.74,94.4
1359,89.49,82.5,-0.49,-0.31,6805.74,,
1360,88.92,97.52,0.83,1.31,9516.63,7914.93,95.12
1361,88.56,92.06,1.78,0.17,8481.03,7848.89,92.84
1362,88.15,89.29,1.39,1.86,7981.5,7779.25,90.55
1363,87.4,86.81,0.66,0.9,7539.69,7651.66,96.27
1364,88.69,91.69,1.03,-1.41,8412.31,,
1365,91.24,87.58,-1.4,1.61,7678.01,8330.75,96.49
1366,87.76,95.77,1.16,1.97,9178.15,7712.94,97.2
1367,87.23,90.7,1.76,1.11,8235.84,7622.89,93.86
1368,86.77,86.08,-0.21,-0.27,7417.88,,
1369,89.57,101.23,3.05,2.09,10255.06,8032.55,94.22
1370,87.89,88.1,1.3,0.87,7766.34,7731.47,94.98
1371,88.14,93.4,0.35,3.0,8729.97,7781.0,90.89
1372,88.76,81.02,0.63,2.07,6570.79,7887.06,96.94
1373,87.79,99.44,2.06,0.11,9892.63,7715.46,91.62
1374,88.16,85.52,0.83,0.31,7317.11,7780.65,93.57
1375,87.97,88.69,0.05,-0.46,7868.33,,
1376,87.55,92.81,1.43,2.84,8617.5,7677.83,91.46
1377,88.78,86.6,0.57,0.99,7504.19,7894.28,92.8
1378,89.46,92.05,1.09,1.07,8480.65,8014.67,93.26
1379,87.27,95.27,0.41,-0.14,9078.89,,
1380,86.43,85.92,-0.76,1.12,7389.26,7481.16,93.96
1381,87.0,96.66,-0.66,0.28,9346.72,7579.7,90.01
1382,88.68,87.07,0.83,1.78,7587.06,7868.85,90.93
1383,88.3,87.47,1.44,1.13,7655.66,7808.11,92.37
1384,88.53,90.87,2.3,4.17,8259.54,7846.77,90.66
1385,88.67,92.38,0.86,0.14,8537.71,7873.6,94.61
1386,86.72,83.91,-1.81,2.35,7045.57,7531.75,90.0
1387,87.23,93.54,2.92,4.04,8754.67,7620.22,91.72
1388,87.2,89.93,0.69,0.16,8091.26,7612.6,92.35
1389,88.62,94.68,0.71,1.75,8968.58,7864.14,91.02
1390,85.95,96.44,-0.54,-0.55,9302.96,,
1391,88.62,95.29,1.7,1.55,9082.99,7863.32,92.43
1392,87.91,87.4,1.43,0.31,7640.96,7735.42,93.15
1393,87.85,91.81,0.74,1.27,8435.69,7726.36,91.04
1394,88.35,90.97,-1.21,0.74,8281.6,7817.0,93.45
1395,86.89,86.9,1.2,-0.06,7558.24,,
1396,88.98,92.17,0.84,0.74,8500.02,7929.59,96.45
1397,89.17,93.9,0.41,1.12,8821.93,7963.05,94.58
1398,87.85,91.8,-0.01,-0.81,8433.34,,
1399,90.33,91.81,-0.16,-0.38,8433.62,,
1400,87.8,94.06,0.75,0.76,8850.79,7719.67,90.67
1401,88.44,93.25,-0.06,-0.96,8698.96,,
1402,88.93,88.42,2.2,3.35,7822.34,7918.39,94.39
1403,88.46,88.13,1.24,1.91,7771.11,7835.43,93.37
1404,89.19,87.43,1.34,2.39,7651.55,7967.21,92.92
1405,87.09,92.03,0.83,0.1,8472.13,7591.51,90.72
1406,86.53,98.73,0.38,-0.7,9753.7,,
1407,86.36,90.79,-0.01,1.38,8250.87,7467.05,93.24
1408,87.35,88.65,0.95,0.86,7864.82,7639.28,90.15
1409,91.1,90.74,-2.4,3.37,8236.38,8309.81,98.94
1410,89.18,83.0,0.42,1.81,6891.25,7960.91,90.91
1411,87.03,88.18,2.6,2.3,7781.59,7585.34,92.91
1412,88.79,100.27,-2.69,1.71,10060.2,7893.31,94.41
1413,88.74,96.46,-0.99,0.79,9312.53,7886.52,91.85
1414,86.84,95.62,-0.41,1.07,9152.79,7553.17,92.15
1415,88.83,86.83,0.23,0.26,7548.34,7898.42,92.12
1416,87.5,92.09,0.47,0.85,8486.55,7664.09,88.89
1417,87.45,97.85,1.26,-1.05,9578.69,,
1418,87.67,92.37,0.47,-0.13,8535.88,,
1419,89.31,89.32,1.21,1.0,7982.38,7986.68,91.31
1420,89.07,92.83,1.0,1.4,8621.44,7943.97,92.9
1421,87.39,91.39,0.3,0.97,8359.24,7649.23,92.87
1422,89.49,92.02,-0.72,0.62,8475.48,8019.11,95.55
1423,89.09,95.68,-0.65,0.74,9157.23,7944.87,91.08
1424,86.23,91.91,-1.33,1.93,8454.43,7447.02,92.95
1425,88.82,86.57,0.63,1.18,7499.68,7899.91,92.58
1426,88.09,91.53,0.78,1.46,8382.6,7774.63,91.44
1427,89.21,90.91,0.05,1.19,8269.82,7966.98,94.27
1428,88.48,94.95,-0.16,-0.26,9023.32,,
1429,87.99,89.11,1.35,0.23,7944.44,7752.57,89.69
1430,88.01,90.43,0.57,1.19,8183.27,7751.11,92.07
1431,87.92,88.66,-0.15,-0.85,7864.26,,
1432,86.81,91.09,2.12,1.0,8304.58,7550.14,92.2
1433,89.0,82.33,2.86,1.83,6784.35,7930.59,93.15
1434,87.03,87.85,1.09,0.84,7723.68,7584.46,92.26
1435,89.05,86.97,-0.9,0.45,7567.67,7938.28,90.73
1436,89.54,86.91,0.51,0.49,7560.8,8025.2,91.24
1437,88.44,96.72,1.04,2.56,9362.16,7832.77,94.63
1438,87.5,88.51,0.58,0.88,7837.89,7667.56,89.93
1439,88.93,91.97,-0.13,-0.11,8460.78,,
1440,87.58,86.03,2.09,1.59,7407.45,7684.58,93.65
