,0,1,2,3,4
601,64.62,58.85,1.8,4.76,1.97
602,62.86,57.49,0.46,3.3,-1.25
603,65.01,63.85,-0.83,4.52,-0.38
604,64.91,64.19,-1.48,4.32,-0.37
605,65.03,57.45,2.35,3.8,0.38
606,64.26,70.24,-0.44,5.06,0.41
607,64.41,56.54,1.08,2.76,1.16
608,64.85,59.64,0.82,4.62,1.64
609,65.52,61.72,-0.02,3.05,1.3
610,67.08,59.61,-0.91,3.28,-0.1
611,62.55,61.54,1.37,1.0,1.28
612,65.78,63.16,-0.26,4.65,-0.56
613,66.54,55.18,-1.27,4.53,-2.31
614,64.05,60.31,3.15,4.14,0.89
615,64.01,60.25,-0.23,4.81,0.86
616,65.71,65.69,0.53,3.88,1.21
617,65.6,62.83,0.3,3.13,0.28
618,66.16,57.08,-2.18,4.98,-2.39
619,64.75,55.75,1.01,4.63,1.33
620,66.02,59.95,-2.16,4.15,-0.96
621,64.17,57.01,1.12,3.96,1.8
622,65.96,63.8,-1.31,1.64,-1.68
623,67.08,58.68,-0.38,4.36,0.08
624,64.83,69.16,-0.6,5.81,-1.85
625,64.83,66.02,-0.25,4.83,-1.58
626,66.13,60.18,-1.9,4.0,-0.31
627,64.87,65.36,-0.58,4.31,-1.02
628,64.2,62.48,2.38,4.87,2.48
629,64.98,63.67,1.3,3.47,1.1
630,64.04,65.35,2.53,4.87,1.05
631,63.67,60.82,-0.69,5.38,-1.62
632,65.33,53.75,-1.28,4.67,-1.63
633,63.91,55.87,0.87,5.54,-1.48
634,65.61,59.16,-4.32,3.2,1.0
635,62.66,64.34,0.68,3.58,2.28
636,64.87,62.49,-1.62,5.54,-0.06
637,66.45,66.57,-1.39,4.36,0.49
638,64.6,60.32,-0.56,4.89,-1.88
639,64.7,57.85,-0.14,2.57,0.27
640,64.9,65.79,-0.63,3.43,-0.84
641,66.08,52.51,-2.15,4.1,-0.83
642,65.41,62.56,0.59,3.51,1.83
643,65.44,60.31,-0.52,4.83,1.18
644,64.88,59.7,-0.2,4.6,0.57
645,63.78,69.01,0.32,5.53,-0.16
646,64.8,65.89,-0.1,4.74,-1.43
647,65.02,55.51,-0.59,4.0,-1.7
648,65.38,61.53,-0.47,2.41,-0.14
649,65.66,53.7,1.28,4.88,-0.03
650,64.12,56.25,-0.19,4.34,0.06
651,65.05,65.44,-0.77,3.95,-0.85
652,65.19,67.73,1.25,3.23,-0.45
653,65.79,64.18,-2.96,4.64,0.52
654,66.07,58.11,0.31,4.92,0.63
655,64.86,59.43,-1.14,4.1,-1.31
656,64.5,66.3,1.21,6.35,0.79
657,65.72,62.82,-1.35,3.02,-0.72
658,65.06,64.09,0.84,3.94,1.59
659,64.53,57.15,-2.56,5.29,1.68
660,63.93,65.13,-1.16,4.31,-0.75
661,64.07,59.8,0.13,4.0,-0.85
662,64.72,63.85,-1.54,4.16,-2.0
663,64.58,63.86,-0.7,3.36,0.92
664,64.44,62.82,-0.98,2.64,-1.66
665,65.35,63.43,-1.35,4.08,-1.66
666,66.05,59.65,-1.63,4.43,-2.04
667,65.73,65.57,-0.81,3.64,-0.98
668,66.1,66.96,-1.81,6.15,-0.31
669,66.88,72.36,-2.08,2.18,-1.42
670,65.38,62.89,-0.4,4.65,-0.79
671,63.79,55.2,0.72,4.17,0.81
672,65.95,62.15,-2.07,5.79,-0.94
673,63.62,63.9,-0.9,4.02,0.81
674,64.61,71.41,0.66,3.44,0.11
675,66.01,59.47,-2.61,3.36,-0.67
676,63.37,66.87,0.5,5.27,1.43
677,64.77,64.72,2.26,4.81,-0.24
678,64.29,62.68,-0.79,3.99,-0.78
679,66.79,62.97,-1.17,4.67,-0.64
680,64.53,57.65,0.33,6.05,-0.26
681,67.07,64.03,-1.6,5.57,-2.22
682,65.43,67.03,-0.43,6.27,-1.55
683,65.72,68.23,1.4,1.41,2.25
684,65.32,66.99,-0.39,4.54,-1.65
685,65.25,64.43,-2.85,5.65,-0.87
686,63.81,57.95,0.93,4.46,0.41
687,66.0,61.84,-1.58,5.48,-2.3
688,64.91,58.89,-1.4,3.73,-1.15
689,63.42,59.26,0.74,3.34,1.0
690,66.27,59.67,-2.29,2.36,0.39
691,64.66,63.59,0.57,3.15,0.96
692,63.87,68.43,-0.08,4.11,-0.83
693,65.99,70.41,0.05,3.25,0.61
694,66.05,61.96,0.07,4.45,-0.37
695,65.21,60.22,-0.12,6.09,0.53
696,64.79,60.81,-0.24,3.43,1.16
697,63.76,69.79,0.22,7.09,-0.86
698,65.28,65.62,-1.58,3.31,-1.34
699,65.0,64.07,-1.87,4.08,1.08
700,65.0,62.38,-0.13,3.46,0.3
701,65.16,67.77,0.93,3.86,3.1
702,63.73,60.3,-0.84,2.67,-0.18
703,65.56,62.91,-0.22,4.5,0.53
704,67.12,66.11,-0.09,4.79,0.91
705,65.35,60.01,0.58,3.54,-0.82
706,64.38,69.31,0.88,3.72,0.6
707,65.96,59.77,-1.3,3.56,-1.5
708,65.1,55.33,-0.77,2.5,-1.4
709,65.04,65.31,0.67,4.09,0.72
710,65.99,65.88,-2.28,5.32,-0.33
711,65.93,62.33,-1.49,4.15,-0.14
712,64.03,61.98,1.18,4.4,-0.59
713,65.75,61.73,-1.71,3.67,-2.22
714,64.78,57.68,-1.39,4.47,-0.24
715,63.56,66.51,1.21,3.66,-1.86
716,64.23,64.03,2.42,4.86,1.49
717,65.47,60.47,1.41,4.34,2.55
718,64.04,70.29,-0.85,4.27,-1.26
719,64.1,60.1,-0.1,3.99,-0.08
720,63.1,61.69,1.93,4.58,2.41
721,65.91,67.39,-2.12,5.31,-1.05
722,65.36,65.92,-0.36,3.26,2.06
723,63.63,63.67,1.51,4.03,1.5
724,63.69,63.91,1.12,4.76,0.26
725,67.02,57.34,0.41,2.07,1.01
726,67.0,66.84,-0.08,5.01,-1.29
727,64.81,62.4,-1.26,2.71,-0.33
728,64.02,60.84,0.03,3.74,0.9
729,66.63,62.89,-0.15,2.9,0.6
730,63.91,60.1,1.37,3.43,3.21
731,64.52,59.78,1.37,3.73,0.43
732,64.78,63.12,-2.04,4.63,-1.15
733,65.34,55.48,0.18,3.85,-0.49
734,64.96,58.12,-0.13,3.04,0.0
735,66.59,68.24,-2.39,4.33,-2.09
736,63.16,64.3,0.67,3.08,1.19
737,65.58,67.23,-1.58,4.94,-1.55
738,65.36,61.09,-0.32,4.94,0.13
739,66.08,64.58,-1.47,5.1,0.24
740,65.73,68.17,-1.5,3.86,-1.37
741,64.19,58.29,0.63,5.12,-0.73
742,65.92,56.5,-2.16,4.03,0.11
743,65.4,64.23,-0.65,4.58,-1.61
744,66.73,63.53,-1.02,5.48,0.09
745,64.76,59.08,-1.8,5.29,-0.14
746,65.26,62.1,-0.13,5.36,-0.44
747,66.65,57.59,-1.49,3.76,-2.24
748,65.11,67.36,-0.27,5.19,0.0
749,64.31,63.03,0.59,6.26,-0.58
750,65.12,65.83,-3.17,5.43,-1.43
751,65.18,64.9,-1.49,3.42,-1.81
752,65.76,61.22,-0.88,5.22,-0.16
753,65.1,62.63,-1.2,4.7,-3.18
754,64.05,61.47,0.85,4.58,0.69
755,64.65,65.31,0.38,5.08,-0.19
756,64.78,60.1,-0.67,4.78,-0.5
757,66.24,63.86,-0.24,3.88,-1.28
758,64.81,65.21,-2.1,5.15,-0.17
759,65.8,58.3,-0.79,2.31,-1.09
760,64.9,61.36,-1.24,3.3,-2.8
761,65.24,55.89,-1.73,4.6,-2.05
762,66.38,57.29,-1.28,5.25,-1.13
763,61.92,63.8,-0.75,1.97,-1.9
764,65.48,70.67,-0.65,2.96,0.61
765,65.03,58.75,-0.44,3.37,-1.65
766,65.82,59.93,-0.56,6.53,0.54
767,66.19,70.02,0.25,4.44,0.44
768,64.1,63.97,-0.84,5.01,-1.02
769,67.81,68.71,2.26,2.64,1.87
770,64.31,66.46,-0.64,6.22,-0.08
771,65.72,59.68,-2.32,3.57,-2.95
772,66.03,64.67,-1.61,4.53,-0.74
773,65.57,59.37,-1.29,3.58,-1.42
774,65.95,69.33,-2.15,4.75,-2.0
775,65.01,65.29,0.19,3.25,1.27
776,66.72,64.44,-2.8,4.02,-2.01
777,63.84,54.76,1.94,5.2,2.5
778,65.57,61.72,0.27,5.32,0.05
779,65.6,57.94,-1.46,4.91,-2.84
780,66.1,65.73,-0.41,4.92,-0.05
781,63.03,62.19,0.56,4.51,1.2
782,64.91,61.77,0.25,3.9,-0.16
783,63.85,58.38,0.87,3.03,-0.96
784,64.35,60.98,0.53,3.78,1.54
785,61.8,60.08,-0.29,5.4,-0.04
786,65.7,59.55,-0.6,3.57,-1.03
787,65.41,65.02,-1.94,4.95,0.01
788,65.48,62.61,-0.72,3.19,-1.41
789,65.09,56.77,0.53,4.04,0.61
790,65.06,69.64,-0.6,3.96,-0.79
791,65.25,69.05,-1.58,3.43,0.82
792,63.92,58.03,1.66,4.61,1.54
793,67.24,63.97,-1.22,5.85,-1.17
794,65.08,66.45,-0.47,6.06,-0.48
795,65.47,67.54,-1.55,3.27,-1.26
796,65.3,63.21,-3.26,5.69,0.15
797,65.5,59.38,-0.79,4.55,-0.75
798,64.93,64.07,-0.45,2.83,-0.46
799,64.78,63.81,-2.28,4.98,-0.65
800,64.29,60.28,0.43,3.4,0.27
801,64.59,66.66,-0.88,6.58,-1.83
802,64.12,59.85,2.19,5.37,1.23
803,67.41,66.61,1.32,4.94,0.61
804,65.48,59.95,-1.97,4.72,-0.61
805,64.41,64.89,0.19,2.88,0.13
806,64.72,62.72,-0.2,5.12,0.25
807,66.24,60.29,-0.96,4.51,1.38
808,66.13,56.05,1.91,3.8,0.52
809,64.35,65.64,0.58,4.33,2.16
810,65.27,66.27,-0.9,3.29,-1.63
811,64.64,65.13,-1.25,2.15,0.25
812,65.15,62.03,-2.5,3.28,-0.67
813,64.65,61.69,-0.58,4.7,-0.08
814,63.87,63.92,0.6,4.31,0.03
815,64.48,62.14,-0.13,4.46,0.38
816,65.73,65.2,-1.48,1.99,-1.47
817,65.97,59.8,-0.81,5.11,-1.0
818,65.88,66.42,0.67,2.78,0.8
819,64.5,57.7,0.85,2.68,0.38
820,65.3,65.5,-0.14,3.63,-1.22
821,63.75,59.1,-0.95,4.6,-0.5
822,64.92,65.3,-1.16,4.48,-0.71
823,65.22,59.85,-0.78,5.56,-0.31
824,65.18,58.1,-0.11,5.98,0.29
825,64.47,61.97,0.29,3.72,-0.34
826,63.84,61.22,1.62,4.87,1.83
827,63.98,66.5,-0.27,3.5,-1.03
828,63.9,66.14,1.95,2.76,0.04
829,64.93,72.32,-1.93,4.05,2.37
830,65.8,65.47,-1.28,4.48,-3.14
831,64.79,64.49,0.14,4.28,0.79
832,65.6,63.3,-1.76,4.86,-0.94
833,65.43,63.74,-2.08,4.33,0.08
834,65.36,54.93,0.9,2.92,1.86
835,65.08,61.31,-2.48,4.28,-1.54
836,64.2,65.2,1.52,3.08,0.95
837,63.6,63.14,0.34,2.46,-2.12
838,64.3,64.15,-2.31,4.85,0.13
839,62.85,72.59,1.29,4.51,-0.53
840,65.13,61.06,-1.77,4.49,-0.88
841,66.06,61.31,-1.44,4.04,-1.26
842,64.73,62.43,0.18,4.52,-1.25
843,65.03,69.93,-0.83,5.38,0.91
844,63.2,65.15,-0.29,2.71,0.7
845,65.81,64.74,-0.8,3.66,0.32
846,64.12,64.01,-0.23,3.6,-1.23
847,66.55,58.21,-2.08,5.33,-0.73
848,66.34,58.63,-1.73,4.54,-1.24
849,64.35,66.76,-0.71,3.78,-1.02
850,62.54,63.14,2.08,3.31,0.99
851,64.43,62.77,-0.17,4.76,1.02
852,64.66,64.92,0.53,5.2,-0.39
853,64.46,63.38,1.3,2.58,0.92
854,64.52,64.72,-0.37,4.2,-0.89
855,66.04,59.62,-0.51,4.3,0.75
856,65.6,59.97,-1.11,3.99,-0.71
857,64.97,69.48,-2.29,2.09,-0.71
858,63.06,58.46,1.96,3.25,2.7
859,65.06,56.16,-2.28,3.02,-1.29
860,65.88,63.65,-0.03,3.54,-0.55
861,64.91,56.17,1.12,5.39,0.29
862,64.75,50.03,0.03,2.99,-0.79
863,63.79,61.09,0.36,4.14,0.24
864,65.98,67.95,-1.17,5.15,-1.11
865,64.51,61.73,-1.01,4.07,-0.97
866,66.34,63.02,0.41,5.61,-0.27
867,65.85,64.59,-0.22,6.05,0.08
868,64.81,71.01,-0.1,3.13,-0.01
869,65.08,62.68,0.55,4.1,1.41
870,64.94,58.43,-0.66,4.61,0.15
871,67.45,63.65,-0.98,2.93,-1.82
872,64.44,56.95,-0.44,4.57,0.46
873,64.01,59.86,-2.27,4.4,-1.02
874,64.52,63.18,0.71,4.23,3.01
875,64.41,60.49,1.3,4.03,0.66
876,63.24,61.9,-0.01,3.73,-0.22
877,63.78,61.56,1.48,3.79,1.47
878,65.21,69.32,-1.06,3.67,0.56
879,65.5,67.28,-0.77,4.72,-1.44
880,66.04,57.32,-1.72,4.29,-2.18
881,66.07,71.6,-2.01,3.69,-1.11
882,64.28,67.25,2.35,4.4,0.86
883,64.97,62.75,-1.58,3.9,-1.23
884,66.18,61.97,-0.18,5.25,-1.95
885,63.91,55.77,2.04,4.42,1.55
886,64.35,63.95,-0.71,1.75,-2.31
887,64.15,58.67,-0.01,3.61,-0.11
888,64.98,62.64,0.57,5.26,0.37
889,64.92,59.52,-0.84,4.91,-1.28
890,65.29,62.55,-2.3,4.26,-1.3
891,66.65,67.41,-2.14,3.06,-1.29
892,65.16,62.72,-2.09,4.82,-0.2
893,64.85,60.84,-0.09,5.5,-0.05
894,64.45,62.8,0.6,5.06,2.21
895,64.3,64.16,1.57,4.92,0.0
896,64.74,59.64,0.37,4.27,-0.66
897,66.1,59.95,-0.09,3.47,0.15
898,64.79,69.59,-1.73,3.69,-0.94
899,64.03,64.76,0.02,3.24,-1.86
900,64.55,66.02,-1.41,3.62,-0.1
901,65.07,65.89,-0.31,4.09,1.23
902,64.06,60.74,-1.34,2.4,-1.34
903,67.12,59.92,-0.93,4.57,-1.56
904,66.61,63.04,-1.69,3.36,-0.15
905,64.81,57.78,1.23,4.41,2.32
906,66.43,64.14,0.94,4.1,1.48
907,65.23,66.66,-0.79,3.6,-1.21
908,64.73,59.71,0.05,5.35,-0.29
909,63.98,56.16,1.19,4.53,1.77
910,65.32,67.3,-1.21,5.19,-1.74
911,65.68,62.69,0.88,5.16,0.3
912,64.32,63.36,0.28,3.72,1.33
913,66.05,65.52,-0.7,4.5,0.37
914,63.85,62.81,0.37,5.74,1.21
915,64.72,59.12,-1.92,4.38,-1.3
916,66.11,64.17,-0.72,4.62,1.44
917,63.83,60.35,1.17,4.67,1.56
918,63.29,54.57,0.48,4.91,0.61
919,64.21,67.08,0.18,4.91,1.72
920,63.02,60.14,0.74,3.02,-0.09
921,67.87,67.52,-0.77,6.09,-0.04
922,66.83,57.14,-0.8,3.9,0.2
923,66.77,60.62,-1.54,3.31,-0.2
924,64.46,59.17,0.62,5.0,-0.43
925,64.65,62.33,1.91,3.83,1.34
926,64.13,63.51,-1.84,3.65,-0.3
927,65.13,59.75,-0.85,4.77,1.79
928,65.26,65.79,-1.09,4.11,-1.62
929,65.25,64.46,1.29,3.62,0.17
930,65.71,61.44,-3.03,4.24,0.81
931,64.05,62.1,-0.18,3.97,-0.42
932,62.99,67.79,2.18,4.11,0.37
933,66.12,72.87,-1.73,2.94,-2.31
934,64.75,62.76,-0.08,4.81,-0.8
935,65.12,59.47,-0.53,3.34,-0.2
936,65.57,63.38,-0.73,3.36,-0.81
937,65.33,65.83,-0.64,3.32,-0.57
938,63.9,67.47,-0.16,5.36,-2.02
939,66.82,64.76,0.11,3.55,1.28
940,64.99,59.87,0.57,3.39,2.39
941,67.3,72.37,0.87,4.84,1.08
942,67.15,65.72,0.07,4.37,1.77
943,66.73,56.69,0.24,3.6,0.74
944,64.56,62.05,0.79,3.24,1.9
945,64.5,63.96,0.29,3.09,0.26
946,65.35,63.28,0.09,3.48,-1.4
947,64.68,62.9,-2.43,4.22,0.33
948,63.88,62.5,0.77,5.55,-0.25
949,66.28,61.45,-0.2,5.89,0.22
950,65.27,60.88,-0.38,3.12,0.47
951,65.46,61.14,-1.75,2.41,-2.0
952,64.88,70.79,1.9,3.99,-0.37
953,65.08,52.62,-1.32,3.86,-1.58
954,64.79,65.0,-1.47,5.77,-0.63
955,65.38,64.59,-1.24,3.16,-0.47
956,64.04,62.26,1.16,2.85,3.71
957,64.69,68.41,-1.6,4.17,0.93
958,66.06,59.94,-0.98,5.77,-0.25
959,66.28,63.39,0.69,4.93,0.96
960,63.96,58.23,0.96,4.43,-0.4
961,65.01,68.31,-0.09,4.45,1.15
962,66.52,57.85,-2.27,4.0,0.36
963,65.18,61.29,-0.28,3.58,-1.25
964,65.04,64.3,-0.22,3.66,0.41
965,65.85,66.52,-0.57,4.78,0.15
966,65.46,55.46,-0.68,5.15,0.66
967,65.75,63.7,-0.52,3.62,0.13
968,66.32,63.65,-1.14,3.53,-0.47
969,64.5,64.75,-1.53,4.3,-0.25
970,65.24,61.54,-1.16,4.78,-2.15
971,65.91,56.49,-2.02,3.69,-2.12
972,65.91,68.41,-0.06,2.77,0.41
973,64.14,69.65,1.24,4.54,-0.48
974,67.14,68.67,-0.5,2.58,1.37
975,63.78,59.18,1.84,5.81,2.32
976,64.18,66.72,0.19,2.15,0.73
977,65.22,68.72,0.55,5.6,0.26
978,65.47,67.92,-0.68,3.93,-0.8
979,64.0,59.85,-0.27,4.62,-0.07
980,63.26,65.2,1.1,3.81,1.68
981,64.93,65.73,0.12,4.59,0.85
982,67.0,60.64,0.22,3.64,0.2
983,65.99,67.6,-1.77,4.77,-0.79
984,64.0,61.51,1.53,5.0,1.09
985,63.71,63.9,2.77,5.49,0.47
986,64.27,65.17,1.14,2.45,1.35
987,63.53,55.76,-0.11,2.96,2.21
988,64.61,56.26,0.2,0.83,-0.73
989,63.89,58.22,0.22,5.8,-0.41
990,63.59,65.39,0.49,3.8,0.8
991,64.65,60.8,-1.54,3.79,0.19
992,64.62,64.37,-0.24,5.38,-0.48
993,65.01,72.26,-1.03,3.54,-0.03
994,64.84,63.88,-1.1,3.43,0.08
995,65.89,58.49,-1.38,2.77,-0.75
996,66.0,56.99,-0.53,3.19,0.74
997,64.74,66.02,0.41,5.31,0.17
998,64.56,69.37,-1.89,4.56,-0.47
999,63.93,61.43,-0.08,4.38,-0.5
1000,64.38,60.97,0.41,3.77,0.86
1001,65.12,68.13,-1.13,4.43,-0.37
1002,63.98,60.63,-0.8,4.62,-0.02
1003,66.1,62.89,-1.55,3.08,-1.5
1004,66.04,58.84,-2.14,4.64,-0.26
1005,66.4,67.0,-2.94,3.92,-0.3
1006,64.44,64.62,0.75,3.04,-0.62
1007,66.28,67.5,-3.23,4.5,0.99
1008,65.66,63.52,-1.61,3.7,0.73
1009,64.81,67.83,-1.52,5.93,0.82
1010,64.15,60.04,-0.59,2.9,-0.4
1011,63.79,60.2,-0.02,2.88,0.05
1012,65.47,57.35,-0.48,5.07,0.17
1013,64.66,67.52,-0.46,3.51,-0.32
1014,65.39,63.52,-1.47,1.64,-1.58
1015,65.2,59.66,-2.15,5.15,-0.55
1016,64.27,60.36,1.91,2.63,1.03
1017,63.97,69.32,0.89,5.35,0.19
1018,66.27,62.42,-0.95,3.56,-0.4
1019,65.14,67.29,-0.94,4.23,-2.8
1020,64.46,62.35,-0.09,3.19,0.65
1021,63.79,66.88,0.02,5.06,0.61
1022,64.7,64.51,-1.0,3.08,-2.42
1023,64.03,61.72,1.38,3.41,0.29
1024,65.27,64.33,-1.31,4.62,-2.57
1025,64.54,63.56,-0.14,4.26,0.02
1026,65.16,60.4,-0.0,3.62,0.97
1027,64.75,74.65,-0.9,3.14,-0.89
1028,65.01,64.86,-1.12,3.78,-2.23
1029,65.67,65.39,-2.38,3.0,-1.18
1030,65.49,64.68,-1.19,4.6,0.18
1031,65.51,60.64,0.73,2.47,-1.0
1032,66.44,69.54,-0.54,4.61,-1.09
1033,64.27,63.01,-0.01,5.62,0.05
1034,64.7,62.3,-0.03,3.2,0.64
1035,63.96,54.5,1.94,3.87,-0.21
1036,66.31,62.29,-1.24,4.88,-1.73
1037,65.69,63.12,-0.23,4.72,0.36
1038,65.98,56.12,0.23,6.76,1.51
1039,64.86,61.5,-1.62,3.15,0.3
1040,66.04,66.49,-0.57,2.44,-2.21
1041,64.51,62.29,-1.24,2.27,-1.59
1042,63.31,62.82,1.05,5.47,1.43
1043,67.04,55.95,0.66,3.88,-0.38
1044,65.22,66.23,0.01,3.33,1.41
1045,66.04,61.37,-0.61,2.59,-0.5
1046,65.09,62.14,0.94,4.43,-0.07
1047,64.81,69.89,0.72,2.86,0.85
1048,64.46,54.87,-1.1,5.42,-0.46
1049,65.52,56.78,0.03,4.47,1.68
1050,66.22,56.08,-1.4,3.41,-0.49
1051,66.26,61.1,-1.02,6.1,-1.19
1052,65.27,61.4,-1.15,3.59,-1.69
1053,65.19,66.59,-1.86,2.97,-0.88
1054,64.96,64.54,-0.51,5.45,-0.53
1055,64.42,67.22,-1.17,5.55,-0.91
1056,66.56,67.76,0.94,2.67,2.34
1057,63.65,62.28,0.89,1.93,1.51
1058,66.46,55.96,0.41,4.13,1.33
1059,64.73,68.71,-1.14,3.69,-1.6
1060,66.86,69.34,0.94,4.67,2.43
1061,63.73,65.3,0.64,5.22,0.55
1062,65.42,63.0,-1.16,5.36,-2.78
1063,63.58,61.77,0.96,3.4,-0.69
1064,65.2,59.97,-0.34,4.37,-1.38
1065,65.0,66.67,0.23,3.48,1.03
1066,64.45,61.76,0.58,4.99,-0.81
1067,65.81,65.94,-0.08,4.59,-1.11
1068,62.84,57.08,0.51,5.47,0.64
1069,66.25,63.14,0.49,6.72,0.42
1070,64.78,68.42,-0.19,5.04,0.08
1071,64.57,59.28,-1.74,4.08,-0.4
1072,64.87,66.55,-2.1,3.4,-1.32
1073,65.82,69.26,-2.35,4.06,-1.1
1074,65.09,66.22,-1.03,3.45,-0.17
1075,64.33,57.15,0.74,3.37,1.71
1076,66.88,66.15,0.65,3.87,1.13
1077,64.9,53.92,0.66,4.7,0.77
1078,64.44,62.19,0.54,5.42,0.6
1079,65.77,60.81,-2.47,4.68,-1.08
1080,66.17,63.18,-0.86,5.93,-0.07
1081,65.54,58.3,-1.13,2.87,-2.22
1082,64.85,64.43,-0.46,4.44,-0.21
1083,65.89,61.34,-0.19,4.08,0.5
1084,66.34,54.53,-1.25,3.59,-1.45
1085,67.01,61.02,-0.94,2.61,1.37
1086,65.23,64.13,-0.62,4.9,1.33
1087,64.2,62.09,-0.46,3.65,-2.12
1088,64.83,65.8,-0.73,4.66,-1.16
1089,64.62,60.69,-1.07,4.65,-1.14
1090,65.85,59.7,-1.8,2.54,-0.31
1091,64.94,63.04,-0.05,2.96,-0.38
1092,65.1,64.35,-0.96,2.71,-1.18
1093,66.82,63.18,-1.65,2.41,-0.86
1094,65.18,66.5,-0.18,4.66,-0.69
1095,65.1,71.23,-1.17,5.45,-0.62
1096,65.47,68.09,-0.87,3.74,1.7
1097,64.68,59.92,-1.45,4.58,-2.72
1098,62.68,61.44,-0.8,4.87,-0.12
1099,64.64,64.34,0.61,4.1,-1.08
1100,64.5,52.54,-0.39,4.41,-0.65
1101,65.63,57.63,-0.08,4.92,2.03
1102,65.1,63.35,-1.77,2.77,-0.75
1103,65.08,64.75,0.23,3.13,-1.56
1104,66.8,66.3,1.08,3.86,1.69
1105,65.93,63.82,-3.08,4.43,1.29
1106,65.75,53.46,-2.32,3.6,1.19
1107,64.67,65.4,-1.14,2.06,-0.54
1108,65.87,65.88,-1.2,4.92,0.42
1109,66.6,61.93,-1.68,2.67,-0.98
1110,66.71,56.43,-1.12,3.99,-0.54
1111,64.85,72.76,-1.75,3.61,-1.13
1112,64.36,59.82,0.89,4.26,2.01
1113,64.3,62.46,-0.46,3.19,-2.47
1114,64.89,65.04,1.84,3.92,2.06
1115,64.26,54.77,1.35,3.08,-0.7
1116,64.78,69.23,0.04,2.53,0.5
1117,64.68,54.65,-1.28,2.38,-0.13
1118,64.55,65.61,-0.01,4.65,-0.65
1119,64.88,65.36,-0.09,4.15,0.78
1120,65.63,67.72,-0.08,4.59,1.07
1121,64.28,68.84,-0.08,2.86,-0.48
1122,63.98,64.45,0.32,5.14,-0.41
1123,65.15,62.9,-0.01,3.38,0.46
1124,66.39,64.3,-0.2,5.03,1.17
1125,65.99,68.65,-1.88,3.76,0.66
1126,64.24,64.32,0.78,1.73,1.42
1127,64.65,56.64,-0.28,3.42,0.81
1128,64.74,61.21,0.12,3.32,-0.11
1129,66.12,61.77,-0.21,5.51,1.96
1130,64.66,65.21,0.81,4.29,0.24
1131,66.54,57.74,-0.29,2.98,2.18
1132,64.15,62.31,0.61,3.1,0.98
1133,64.6,62.62,-0.07,2.69,0.27
1134,63.97,64.99,1.55,5.79,0.34
1135,65.4,61.76,0.44,4.46,0.14
1136,65.07,59.26,-0.44,4.31,-0.28
1137,64.38,70.69,0.06,4.56,-0.64
1138,64.83,67.76,-1.25,3.02,-1.68
1139,66.03,69.2,-0.25,4.9,0.48
1140,64.91,63.33,-0.67,4.75,1.43
1141,64.06,55.54,0.41,5.38,0.12
1142,65.16,62.55,-1.46,4.45,0.31
1143,65.45,65.71,-2.48,3.81,-0.67
1144,66.22,67.14,-2.18,5.16,0.01
1145,63.87,63.84,1.04,4.04,0.06
1146,63.73,64.74,2.14,5.21,0.3
1147,63.43,67.22,2.01,3.34,-0.51
1148,64.49,67.05,-1.03,4.84,-2.0
1149,65.06,62.58,-0.91,3.83,-0.08
1150,64.92,65.12,-0.04,3.77,-0.84
1151,65.39,68.26,-1.39,5.33,-0.73
1152,65.83,63.36,-0.18,3.1,-0.58
1153,64.07,70.66,-1.61,3.4,-1.49
1154,64.06,66.76,1.58,5.48,0.54
1155,63.75,63.39,-0.35,4.69,-0.03
1156,65.22,62.06,-1.27,4.32,-0.7
1157,64.16,61.65,1.24,5.21,2.1
1158,63.36,58.65,0.34,2.51,-0.21
1159,65.11,61.57,-0.49,4.88,0.15
1160,65.42,67.89,-1.97,4.32,-2.24
1161,63.67,68.4,-0.78,3.36,-0.54
1162,66.21,56.81,-1.13,2.79,-0.56
1163,63.68,56.84,0.95,3.95,0.95
1164,65.81,60.82,-2.04,4.2,-1.73
1165,63.44,62.79,0.31,5.06,0.59
1166,67.43,59.49,-0.11,4.05,0.16
1167,65.03,60.03,0.17,5.28,0.94
1168,66.41,60.35,-0.87,5.02,-0.0
1169,67.36,60.89,-0.22,5.46,-1.58
1170,66.92,63.46,-1.17,4.56,-1.79
1171,64.43,65.99,-0.31,3.16,-1.58
1172,64.29,69.94,-0.04,4.22,1.54
1173,65.12,65.68,-0.13,4.31,1.18
1174,63.94,59.29,0.13,3.61,-0.13
1175,65.75,61.54,1.42,3.43,2.19
1176,65.1,60.81,-1.57,4.57,-1.72
1177,64.4,64.61,-1.02,4.54,0.42
1178,66.43,63.94,1.11,4.68,1.63
1179,63.3,66.55,0.8,4.35,1.88
1180,66.06,61.48,-1.35,4.17,-2.19
1181,63.34,63.39,1.47,4.15,0.2
1182,63.8,65.7,-0.21,4.35,1.47
1183,65.66,66.1,-1.5,4.42,-2.24
1184,63.34,61.61,-0.81,1.46,-3.61
1185,67.35,74.31,0.47,5.21,-0.89
1186,66.88,64.38,-0.66,3.64,-1.75
1187,66.65,64.42,0.67,3.01,-0.49
1188,65.97,65.61,-0.36,4.55,1.08
1189,66.14,64.08,-2.12,4.68,-1.72
1190,64.78,60.92,-0.46,1.96,0.79
1191,66.34,58.65,-1.53,3.55,0.75
1192,64.15,60.33,-0.33,4.24,-0.86
1193,65.81,60.87,-1.4,2.9,-1.07
1194,65.93,64.2,-0.36,4.62,-0.51
