,0,1,2,3,4,5,6,7,8
1345,67.73,5.32,8.53,8.05,84.3,7.02,7.84,4602.51,290.83
1346,70.49,5.28,8.89,7.61,81.9,9.27,7.65,4978.87,286.42
1347,66.6,2.65,8.55,6.37,61.63,9.29,4.76,4437.43,222.44
1348,67.11,4.46,9.16,7.61,80.53,13.03,5.59,4511.4,257.61
1349,66.53,3.35,9.04,8.75,95.84,5.64,6.66,4433.76,267.75
1350,65.04,3.56,8.77,8.02,87.02,11.28,5.81,4238.01,255.92
1351,66.47,3.64,8.82,6.95,66.43,6.19,6.89,4427.01,245.59
1352,64.81,3.42,8.54,8.69,95.04,8.26,4.26,4206.81,246.45
1353,56.44,4.41,7.37,8.81,95.31,5.82,2.33,3195.21,218.1
1354,64.27,3.82,8.2,8.64,93.25,9.01,6.81,4137.84,278.65
1355,70.58,3.5,9.31,7.13,72.43,8.61,2.26,4990.98,222.08
1356,63.55,3.73,6.65,6.87,61.26,7.06,5.11,4045.3,221.57
1357,68.71,3.78,9.51,7.25,71.85,8.72,7.14,4730.86,270.64
1358,68.37,3.24,9.22,8.66,92.37,9.79,4.27,4685.78,256.64
1359,63.62,6.79,7.2,9.17,102.48,5.05,6.56,4057.14,278.59
1360,67.08,4.78,9.73,7.08,68.88,12.25,7.1,4512.41,266.0
1361,62.05,3.38,7.68,6.25,54.9,11.44,8.77,3855.97,269.85
1362,57.55,2.48,5.55,6.73,58.89,9.38,2.35,3318.65,187.21
1363,63.79,4.84,8.54,7.26,71.99,7.97,7.46,4077.72,258.91
1364,69.97,3.76,6.34,7.43,72.07,6.42,6.63,4905.3,260.61
1365,61.97,4.55,7.5,8.83,96.1,8.13,3.83,3850.52,241.21
1366,66.45,3.72,9.57,8.19,87.94,8.7,2.9,4427.29,230.55
1367,68.47,4.74,8.37,8.08,84.16,9.96,4.18,4698.09,252.72
1368,68.56,5.99,8.74,8.29,91.35,4.61,5.67,4713.9,260.31
1369,70.42,3.54,7.11,9.06,99.63,8.64,5.19,4966.9,276.33
1370,67.98,5.96,7.71,8.98,97.71,8.67,7.15,4631.89,294.98
1371,62.25,2.49,7.94,7.67,75.52,7.36,3.71,3880.91,213.7
1372,66.61,4.28,8.15,9.42,107.54,6.7,3.88,4445.88,254.68
1373,60.93,3.22,6.79,5.11,40.54,6.14,4.85,3715.07,190.54
1374,72.61,4.69,9.16,9.15,107.71,8.3,7.01,5285.24,305.27
1375,66.96,4.9,7.72,8.27,84.86,6.38,6.24,4498.67,256.92
1376,61.19,5.37,8.35,8.86,94.99,4.09,5.26,3750.74,251.56
1377,70.14,4.41,8.86,6.92,70.33,10.29,4.73,4927.45,240.6
1378,64.8,1.23,6.18,8.68,88.07,9.15,2.99,4203.62,235.16
1379,68.36,3.98,8.71,8.14,84.97,8.66,8.08,4685.27,294.86
1380,63.02,4.95,8.03,9.97,117.3,6.82,5.87,3982.59,282.01
1381,66.67,3.36,8.97,9.25,101.39,6.88,7.37,4450.61,293.45
1382,63.31,5.39,8.03,6.86,64.26,7.57,8.53,4017.73,272.21
1383,64.23,4.75,9.06,5.94,54.94,8.65,5.48,4134.99,224.25
1384,68.78,4.01,8.03,8.69,91.58,6.72,4.39,4736.67,252.57
1385,72.92,5.46,7.19,8.94,93.89,6.46,6.36,5331.02,291.39
1386,72.93,5.05,8.22,8.8,94.0,7.72,7.34,5329.83,300.59
1387,64.79,5.93,7.96,7.91,79.52,9.08,6.21,4211.39,261.2
1388,65.66,4.2,8.61,10.44,125.47,8.0,5.44,4319.99,292.45
1389,72.15,4.82,8.09,8.75,96.41,9.39,5.45,5213.69,276.39
1390,71.72,3.35,10.31,7.64,80.29,7.42,5.97,5151.2,257.85
1391,70.92,6.22,9.12,9.11,102.15,6.2,7.94,5044.37,313.98
1392,65.03,5.29,6.67,9.0,95.81,7.38,6.29,4240.96,278.84
1393,63.36,4.27,5.96,4.89,39.87,4.55,3.1,4022.67,177.23
1394,68.35,5.4,9.48,9.17,105.51,8.38,7.28,4686.9,300.63
1395,61.77,3.58,6.23,6.72,60.73,8.98,1.93,3823.19,196.73
1396,65.55,4.39,8.27,9.71,109.08,4.0,4.15,4305.4,260.2
1397,68.38,2.6,7.0,10.07,114.82,10.1,3.7,4680.66,276.77
1398,70.41,4.23,9.22,9.29,106.38,5.35,7.07,4965.41,296.52
1399,68.3,3.58,10.06,7.57,79.71,9.46,6.04,4670.77,255.01
1400,62.85,5.68,7.91,7.33,72.28,7.41,8.22,3962.49,275.66
1401,68.8,5.18,8.04,6.98,65.92,10.34,5.69,4742.69,249.82
1402,63.25,3.44,7.24,7.18,68.88,12.21,3.94,4005.28,225.56
1403,70.16,5.25,7.67,10.61,128.43,4.78,7.0,4933.29,319.36
1404,62.75,3.56,7.55,8.18,82.9,6.18,3.53,3944.5,224.34
1405,67.19,3.42,8.17,8.39,90.26,8.1,5.4,4520.61,256.91
1406,62.64,6.31,10.69,8.14,90.69,8.04,7.75,3938.57,284.58
1407,59.56,4.45,8.86,7.89,83.47,8.23,5.29,3554.52,233.1
1408,63.78,5.9,9.29,7.18,71.86,11.03,1.69,4082.2,218.7
1409,56.39,3.77,7.41,7.84,78.15,5.46,6.96,3190.41,240.4
1410,63.46,3.88,8.52,7.48,75.82,9.95,1.43,4036.9,212.57
1411,69.62,2.63,7.16,9.75,110.15,4.23,4.17,4851.15,266.36
1412,66.24,3.83,9.02,9.54,110.69,7.24,6.0,4396.26,285.25
1413,65.82,3.09,7.82,7.08,64.94,5.2,6.69,4337.84,244.09
1414,67.7,3.15,7.67,6.46,58.1,10.91,0.19,4593.57,205.11
1415,64.63,3.89,8.17,7.73,81.36,9.65,3.47,4184.7,222.12
1416,69.05,4.53,9.34,6.58,64.55,6.74,7.8,4778.75,263.75
1417,63.93,4.3,8.94,8.71,96.21,11.17,5.91,4099.32,274.64
1418,67.6,3.32,8.84,6.19,57.52,11.76,7.74,4577.94,259.44
1419,71.82,3.67,8.0,9.0,100.22,9.23,7.15,5164.55,300.77
1420,64.3,4.38,8.05,8.87,96.44,8.42,3.75,4144.68,245.78
1421,66.7,4.84,6.29,7.92,80.16,10.35,5.99,4460.17,260.64
1422,77.29,4.4,8.68,8.15,86.38,8.64,5.16,5985.33,272.71
1423,70.74,6.53,9.36,10.04,121.35,5.98,4.07,5018.08,284.93
1424,67.77,2.6,9.1,8.13,86.19,6.78,3.09,4595.94,232.04
1425,62.91,5.56,7.72,7.46,72.77,7.32,8.97,3971.09,290.48
1426,67.09,4.52,7.78,8.07,84.76,7.45,5.76,4507.94,260.03
1427,73.51,3.41,8.73,8.66,95.65,6.31,4.5,5408.27,264.39
1428,65.86,2.57,7.79,9.48,104.72,3.7,3.67,4343.51,247.32
1429,66.59,2.31,9.63,9.95,121.02,7.44,10.34,4436.98,358.03
1430,61.87,3.77,8.89,8.45,89.04,8.92,2.63,3831.89,226.72
1431,66.73,2.35,8.15,7.49,73.31,9.48,5.03,4456.11,239.16
1432,68.09,4.14,7.78,7.87,79.12,8.16,6.56,4644.7,262.94
1433,57.87,4.93,8.29,8.05,83.47,8.96,0.89,3362.69,210.97
1434,67.11,3.62,9.75,7.56,81.13,11.74,5.84,4514.75,257.18
1435,65.65,4.84,7.76,7.57,76.2,7.26,4.46,4319.95,232.43
1436,59.56,5.59,7.87,7.51,75.47,6.2,5.02,3557.82,221.16
1437,65.17,0.66,7.68,8.16,81.86,7.53,6.71,4251.74,253.72
1438,68.59,4.32,8.03,7.94,85.25,3.74,7.77,4715.87,274.2
1439,64.48,3.74,7.91,6.37,60.5,7.09,6.45,4164.71,232.03
1440,69.99,4.17,6.71,8.25,84.11,8.21,8.13,4910.62,298.17
1441,74.8,4.02,7.08,9.71,109.53,4.32,6.62,5604.66,308.92
1442,75.26,5.45,9.32,7.96,83.85,8.04,2.45,5676.57,241.86
1443,60.7,2.44,5.67,7.27,67.21,10.02,1.71,3689.81,202.86
1444,65.79,3.49,6.36,9.67,108.69,7.27,6.49,4339.02,285.25
1445,63.92,4.28,6.59,6.81,63.33,10.84,3.64,4092.75,216.85
1446,61.79,3.44,7.3,8.68,91.44,7.6,5.26,3822.97,247.94
1447,61.86,5.54,5.91,8.16,80.93,7.27,7.68,3845.33,275.13
1448,67.93,4.63,9.18,7.74,81.26,7.98,4.88,4623.33,248.16
1449,62.17,3.07,6.96,9.6,106.38,6.28,4.46,3871.82,258.34
1450,59.11,5.09,8.65,9.04,97.78,2.6,1.61,3505.38,217.03
1451,62.98,3.45,10.07,8.2,89.71,3.65,5.28,3975.83,234.62
1452,67.77,3.66,7.71,7.07,69.27,10.21,3.03,4602.53,220.65
1453,64.35,3.51,7.85,8.82,95.6,5.76,6.28,4148.17,261.5
1454,71.06,3.17,7.37,7.99,81.05,8.48,8.3,5058.35,299.06
1455,62.19,5.94,6.94,8.08,82.83,10.75,6.37,3881.24,263.76
1456,62.56,4.49,9.22,7.33,74.19,10.71,2.97,3924.01,219.53
1457,63.2,3.51,8.55,8.76,95.37,8.02,6.86,4001.87,269.21
1458,70.22,2.72,9.02,8.36,90.67,9.98,4.55,4934.98,256.94
1459,66.9,3.64,9.88,9.1,104.68,6.51,11.87,4481.68,379.5
1460,67.79,5.44,8.06,7.96,81.21,5.63,7.13,4608.76,269.83
1461,63.22,5.17,9.33,8.92,99.56,9.77,3.12,4007.1,247.93
1462,68.74,3.48,8.79,6.0,57.41,11.26,4.96,4730.63,225.21
1463,69.07,5.93,9.6,8.32,92.69,5.4,8.45,4782.95,301.88
1464,63.08,6.07,8.78,8.53,93.25,7.8,5.49,3994.29,255.97
1465,65.58,3.54,7.1,8.4,84.61,6.74,7.43,4309.72,277.94
1466,63.66,4.94,7.98,6.2,58.56,9.65,3.33,4062.89,204.96
1467,65.66,2.38,8.4,7.04,67.02,8.04,2.76,4315.24,205.88
1468,70.08,4.35,6.59,6.31,52.56,9.32,3.33,4915.93,220.26
1469,69.45,4.36,9.12,9.02,100.61,8.74,8.41,4832.0,318.92
1470,62.3,3.34,6.6,7.76,74.74,7.2,9.08,3890.87,287.53
1471,73.84,4.43,8.87,9.84,116.35,4.84,5.46,5462.57,291.4
1472,66.78,5.53,7.48,7.51,72.14,5.84,8.89,4474.1,291.88
1473,62.51,5.45,8.87,8.43,90.79,6.01,10.38,3918.83,329.21
1474,64.32,5.91,7.64,9.27,104.38,9.42,6.46,4149.84,285.92
1475,67.73,7.26,7.63,6.81,63.56,10.64,10.83,4601.76,332.9
1476,66.12,5.91,6.83,8.87,97.21,6.67,7.54,4385.08,293.13
1477,65.89,3.69,7.3,10.1,118.21,6.69,5.93,4348.9,289.08
1478,67.57,3.82,9.01,8.98,96.92,7.24,4.26,4572.42,255.95
1479,64.71,4.99,6.62,8.43,85.35,8.31,7.04,4201.42,272.77
1480,62.28,4.79,6.57,8.36,87.51,9.25,4.48,3883.46,240.41
1481,66.22,5.82,9.55,11.12,144.26,10.78,4.21,4391.35,307.97
1482,68.36,4.58,9.0,7.16,69.51,12.31,3.08,4680.19,230.08
1483,62.08,2.84,9.71,7.74,83.0,8.91,9.3,3857.33,295.84
1484,62.33,3.17,7.32,7.99,81.5,10.68,3.48,3891.73,228.55
1485,64.66,3.59,6.7,6.01,50.2,11.32,6.41,4187.87,234.27
1486,62.47,3.68,7.78,8.37,89.95,7.74,6.92,3912.28,267.26
1487,71.13,6.89,6.94,8.5,87.5,9.68,3.91,5073.04,261.42
1488,65.0,2.66,7.7,9.59,111.0,3.87,7.72,4229.75,294.61
1489,73.42,5.25,7.77,9.7,114.56,6.65,6.86,5403.0,313.24
1490,68.93,2.63,7.03,7.77,75.06,10.2,3.68,4760.97,239.51
1491,69.63,5.59,9.62,6.05,51.44,8.42,2.54,4857.24,210.58
1492,69.76,3.75,8.97,9.4,106.37,6.76,5.06,4873.92,275.88
1493,59.76,4.56,7.97,8.67,97.28,5.88,8.88,3579.13,291.35
1494,65.66,4.31,9.01,8.53,92.77,5.53,4.46,4318.44,244.06
1495,64.47,4.72,8.33,7.63,77.58,6.26,7.25,4164.9,261.59
1496,63.71,3.83,8.61,7.88,81.41,8.95,4.77,4064.53,238.93
1497,62.79,6.45,8.28,7.86,81.22,7.28,5.95,3952.72,249.79
1498,69.22,5.68,9.03,10.59,133.38,10.43,-1.5,4799.91,288.77
1499,57.21,4.8,7.76,9.03,99.07,3.33,2.42,3287.14,218.92
1500,67.9,3.7,6.68,8.48,83.66,5.23,7.19,4623.36,273.09
1501,68.71,4.25,7.48,7.81,73.78,5.76,4.9,4730.94,236.11
1502,69.3,4.6,10.39,5.74,58.89,9.19,6.9,4810.63,246.46
1503,63.0,4.06,7.35,6.21,57.36,11.07,5.86,3974.12,232.54
1504,64.12,4.3,7.68,7.64,76.99,8.08,4.81,4119.8,236.05
1505,71.34,5.64,9.08,7.93,83.86,10.2,4.41,5098.08,258.57
1506,65.04,4.76,8.54,7.11,70.28,8.97,2.61,4238.5,214.71
1507,67.12,3.6,8.68,8.68,98.13,7.32,6.6,4515.47,279.31
1508,66.16,3.38,7.88,8.76,92.48,9.39,2.59,4382.58,237.98
1509,66.05,5.37,8.52,9.6,110.51,8.31,8.04,4372.9,316.07
1510,64.42,6.21,8.07,7.98,82.47,8.01,3.04,4165.33,230.47
1511,62.59,5.79,7.61,7.45,72.17,8.8,2.45,3930.91,214.34
1512,61.06,2.95,9.83,8.41,89.94,8.62,4.8,3734.59,238.69
1513,67.64,4.88,8.23,8.54,92.16,7.51,1.89,4583.36,235.77
1514,66.99,4.63,10.5,6.92,70.49,10.1,4.56,4497.0,233.94
1515,69.14,5.06,7.35,7.19,71.0,8.69,5.08,4792.47,244.48
1516,69.0,4.06,6.96,5.78,50.68,9.83,2.19,4769.37,209.26
1517,67.97,4.15,9.29,9.4,106.72,8.02,5.68,4626.19,283.33
1518,66.73,3.97,8.26,8.13,87.31,7.7,4.22,4464.29,239.57
1519,66.89,4.26,6.83,7.75,77.9,7.2,4.12,4484.21,232.04
1520,64.82,5.16,6.08,7.55,71.52,6.84,7.8,4214.08,271.68
1521,73.22,3.9,7.72,7.54,75.77,10.2,5.23,5368.67,257.89
1522,62.55,4.02,8.1,7.17,68.73,11.59,1.55,3920.32,210.98
1523,67.81,4.62,6.53,9.05,98.35,7.62,5.47,4606.88,270.25
1524,65.66,5.55,8.45,7.99,81.82,8.2,7.92,4327.03,280.93
1525,72.26,2.69,7.91,6.98,66.63,8.82,5.98,5229.78,249.24
1526,60.23,4.17,8.37,8.8,96.13,6.65,4.94,3636.14,241.65
1527,65.67,4.28,7.77,8.91,93.91,4.9,4.79,4315.86,252.28
1528,65.77,3.15,7.01,6.39,58.1,10.7,6.02,4330.94,236.38
1529,67.03,6.04,8.21,7.94,80.77,9.06,6.74,4509.74,273.51
1530,62.44,5.96,9.23,6.64,66.2,9.65,3.67,3907.7,219.07
1531,65.44,6.79,7.67,6.52,61.36,4.49,5.1,4293.95,221.37
1532,68.65,3.93,8.5,7.45,73.78,9.32,2.91,4720.69,226.13
1533,65.7,4.23,8.23,7.02,71.19,10.18,6.02,4328.42,249.34
1534,74.66,2.98,8.8,8.78,96.03,7.13,4.12,5579.91,263.75
1535,59.29,5.11,8.17,8.46,91.89,3.55,4.64,3527.49,228.99
1536,67.58,3.23,9.38,8.33,89.82,11.22,6.47,4570.74,270.62
1537,64.2,3.08,8.73,7.88,84.94,5.46,7.93,4129.16,270.19
1538,67.25,4.71,8.03,9.35,106.87,7.29,10.08,4531.75,347.14
1539,61.94,4.54,8.39,7.26,73.86,7.28,6.72,3847.17,243.37
1540,66.74,5.61,6.78,9.3,100.91,8.13,9.37,4464.94,334.6
1541,66.2,3.0,7.65,8.47,90.53,7.36,5.75,4389.79,255.42
1542,66.06,4.34,8.62,7.72,77.62,9.54,5.1,4373.62,247.67
1543,67.13,3.73,6.48,9.3,97.93,8.76,6.89,4513.48,296.5
1544,67.27,4.7,8.07,4.76,41.13,7.1,5.86,4531.55,215.1
1545,66.86,2.62,7.43,5.17,43.62,9.79,4.99,4470.86,210.8
1546,62.2,4.5,8.13,8.4,90.25,4.56,4.02,3879.4,227.47
1547,66.95,2.07,7.8,8.52,89.27,8.61,3.54,4486.5,239.13
1548,62.04,2.56,5.5,6.56,57.87,9.1,2.08,3855.43,198.27
1549,64.31,4.74,7.89,7.0,63.79,10.44,5.08,4144.15,234.36
1550,72.26,3.88,7.79,8.66,91.05,4.55,6.09,5229.93,272.87
1551,69.78,3.92,6.71,7.18,67.91,10.16,5.39,4879.73,249.75
1552,68.87,2.51,8.14,9.34,108.02,6.97,9.49,4750.44,332.1
1553,64.62,3.49,8.68,6.73,65.49,6.34,6.36,4181.9,235.14
1554,65.58,4.53,9.03,7.41,77.09,8.04,5.01,4310.46,239.52
1555,63.38,4.07,7.13,8.03,81.15,7.79,4.0,4026.97,229.9
1556,65.28,3.73,9.68,8.6,96.04,9.36,5.0,4269.58,253.03
1557,58.14,4.18,7.8,8.99,97.04,2.87,4.66,3387.9,234.28
1558,67.32,4.54,8.47,8.9,100.62,5.52,7.03,4542.23,281.39
1559,65.98,3.42,8.68,8.91,99.02,6.24,5.72,4360.35,264.95
1560,67.88,5.04,8.18,7.6,75.97,8.46,5.03,4618.02,246.21
1561,64.51,2.04,8.25,7.12,67.06,8.68,2.22,4166.89,205.3
1562,66.43,4.59,8.5,8.52,91.09,7.38,9.43,4422.77,318.19
1563,66.99,3.41,6.91,8.36,84.15,8.27,3.09,4490.87,237.89
1564,61.42,4.8,8.61,7.6,75.59,12.86,7.22,3782.88,268.08
1565,65.66,4.13,8.49,8.93,99.17,9.05,3.71,4317.6,249.93
1566,66.48,5.04,10.03,9.13,102.71,5.23,3.77,4425.46,253.39
1567,67.84,4.33,8.88,8.06,82.26,6.36,6.59,4612.37,267.03
1568,65.67,5.93,8.99,8.04,78.95,7.19,9.08,4328.84,305.68
1569,65.82,4.22,9.29,7.74,80.35,8.72,3.44,4340.4,225.5
1570,62.48,4.36,7.54,7.12,68.17,9.18,5.19,3910.93,227.37
1571,66.92,2.54,8.88,7.87,81.07,9.51,8.65,4488.98,294.31
1572,63.72,5.27,8.23,7.68,79.14,10.57,7.2,4070.72,269.05
1573,66.72,3.39,8.11,10.09,119.4,8.06,3.12,4456.36,266.23
1574,74.21,6.65,9.95,9.49,113.07,4.15,3.44,5523.32,269.97
1575,63.29,2.68,9.6,9.21,105.24,7.97,6.06,4012.33,271.74
1576,68.03,3.26,8.33,7.92,82.9,8.56,5.27,4635.71,249.72
1577,61.12,3.49,8.44,7.53,76.89,9.25,6.36,3742.62,247.28
1578,67.51,5.62,8.69,8.38,86.89,10.36,9.11,4568.82,313.51
1579,68.02,4.66,8.08,7.96,82.84,9.84,6.42,4636.16,269.84
1580,70.14,4.81,6.49,9.52,107.08,9.2,6.36,4926.51,301.41
1581,63.16,5.62,8.22,8.14,82.18,9.39,3.65,4003.6,237.34
1582,66.6,3.35,6.29,7.73,74.03,7.49,5.4,4440.23,243.55
1583,68.34,2.66,8.37,6.46,61.59,9.22,3.99,4674.19,217.8
1584,68.75,2.84,8.58,6.56,60.47,8.74,7.57,4734.52,263.43
1585,62.92,4.08,7.53,9.46,105.46,9.05,0.75,3971.14,239.71
1586,72.42,3.97,8.23,8.04,82.04,7.43,10.14,5254.46,337.53
1587,69.34,4.01,8.84,8.93,97.94,7.24,3.36,4818.73,254.34
1588,72.89,5.3,9.16,8.98,106.45,7.88,2.32,5324.51,262.27
1589,65.41,4.74,9.17,7.45,78.89,7.11,8.44,4291.34,280.11
1590,60.48,3.6,8.74,8.45,94.89,7.89,8.67,3667.24,290.3
1591,59.36,2.87,7.67,7.19,67.75,10.66,5.36,3526.89,227.14
1592,68.11,3.84,8.76,8.86,96.63,5.19,4.12,4648.12,249.2
1593,62.86,4.08,5.64,7.78,74.22,9.01,5.18,3961.38,238.64
1594,64.95,3.89,8.19,8.84,96.01,8.27,4.99,4224.83,261.75
1595,65.18,4.65,8.89,6.39,61.98,11.58,3.64,4261.47,213.33
1596,63.54,3.67,6.43,7.61,71.54,9.61,2.14,4042.76,214.37
1597,76.97,3.81,8.6,9.38,105.16,9.09,6.31,5932.03,308.52
1598,70.86,2.46,8.96,9.12,104.12,3.92,4.96,5022.22,259.77
1599,66.64,3.78,9.36,8.47,92.05,6.93,8.32,4451.38,295.39
1600,66.0,3.26,8.86,10.06,120.88,8.61,4.13,4358.68,271.62
1601,61.4,3.25,6.56,7.24,68.55,10.22,7.32,3776.55,257.3
1602,74.03,3.81,8.83,8.54,93.79,8.75,2.74,5487.14,254.17
1603,72.92,4.81,9.95,7.4,76.17,10.07,4.24,5328.99,251.24
1604,66.68,2.17,8.83,7.11,70.07,8.62,4.14,4448.82,218.82
1605,66.17,2.9,8.59,8.85,96.86,1.9,7.03,4385.9,269.81
1606,66.68,4.3,7.27,7.23,69.29,7.88,3.7,4453.05,222.33
1607,65.37,4.82,8.37,6.66,64.43,8.0,7.25,4286.21,253.97
1608,60.04,4.39,7.71,7.08,68.72,9.32,4.37,3614.09,212.5
1609,64.56,3.08,8.69,8.54,92.74,7.56,3.26,4172.03,234.14
1610,59.53,5.0,7.03,8.99,95.09,7.03,9.71,3553.06,319.19
1611,65.68,4.43,9.29,8.46,91.82,5.94,7.37,4322.85,282.26
1612,62.69,4.86,9.86,7.72,83.05,6.93,8.64,3939.57,283.88
1613,66.09,4.56,7.92,7.57,72.73,8.57,5.77,4375.1,252.88
1614,68.17,4.36,5.08,7.98,74.03,9.34,5.02,4656.69,253.91
1615,66.22,4.54,7.67,7.99,81.4,6.69,6.98,4399.55,272.12
1616,69.98,3.79,6.71,8.06,77.96,9.36,2.23,4906.48,232.58
1617,65.16,5.03,6.52,7.3,68.88,11.52,7.55,4263.84,272.51
1618,67.7,3.35,8.76,5.99,56.77,9.84,2.31,4588.98,205.04
1619,66.87,4.7,9.23,7.55,75.51,9.59,5.23,4478.7,245.47
1620,69.06,5.39,8.2,7.62,76.4,9.06,5.07,4775.67,250.11
1621,70.75,2.88,9.38,9.35,107.35,9.0,2.76,5009.41,258.91
1622,65.06,4.23,8.48,9.36,104.94,6.69,5.96,4240.7,274.86
1623,61.53,3.24,8.71,9.27,107.41,7.08,3.9,3794.11,245.74
1624,63.48,4.21,8.5,8.7,90.52,4.93,7.96,4036.99,282.89
1625,59.68,4.93,9.25,8.44,92.64,4.98,6.27,3575.17,247.39
1626,67.29,3.21,8.41,7.86,79.36,5.46,2.99,4534.07,221.86
1627,68.42,5.72,9.06,7.0,69.08,12.98,5.77,4692.04,253.12
1628,58.45,4.98,8.94,7.15,69.2,9.83,5.79,3425.84,231.32
1629,62.14,4.12,7.21,9.04,98.18,5.17,3.65,3869.64,240.93
1630,65.77,4.04,7.46,9.59,106.3,9.06,8.69,4337.26,325.08
1631,62.97,2.48,4.74,7.64,68.55,7.44,4.59,3968.37,224.92
1632,65.5,4.21,10.06,6.4,65.61,8.44,3.92,4298.89,211.44
1633,69.56,2.19,7.59,8.39,86.82,8.04,7.43,4845.5,284.03
1634,70.95,4.01,7.23,7.32,69.26,11.77,4.03,5038.85,240.22
1635,63.22,3.5,7.74,8.49,88.09,6.02,6.83,4006.35,260.74
1636,69.97,5.58,8.39,7.8,81.04,7.75,7.45,4906.1,283.99
1637,68.57,3.33,8.14,8.3,87.13,8.45,3.41,4711.4,240.4
1638,63.93,5.28,9.08,6.96,67.91,8.28,4.72,4099.25,224.76
1639,69.32,3.84,7.04,9.73,108.97,6.49,4.36,4811.51,273.68
1640,70.83,4.78,8.0,8.45,89.11,8.78,7.75,5029.83,297.74
1641,61.74,5.98,7.18,7.28,69.79,4.02,4.56,3822.14,219.18
1642,72.06,4.34,8.52,8.99,98.99,6.85,8.29,5201.01,321.24
1643,60.61,3.62,7.54,7.52,73.06,8.61,4.08,3680.6,215.82
1644,66.16,5.04,7.9,8.82,96.09,9.17,5.83,4388.01,270.85
1645,59.26,4.12,8.16,8.61,95.13,7.28,4.7,3518.47,235.62
1646,64.66,6.35,8.93,5.32,50.29,10.74,5.57,4197.17,217.69
1647,65.26,2.54,9.23,6.18,56.46,9.63,3.81,4263.99,210.35
1648,66.38,4.54,8.14,8.23,84.46,9.08,3.29,4416.51,243.05
1649,62.38,2.12,8.27,9.38,108.56,8.75,6.38,3895.03,273.37
1650,75.13,3.78,9.5,6.75,66.98,10.73,3.83,5651.97,235.8
1651,68.52,1.76,8.38,8.03,82.2,8.46,6.01,4697.6,258.49
1652,63.94,5.01,7.5,6.76,62.84,7.6,4.93,4099.19,222.47
1653,74.93,2.38,9.47,8.77,96.01,6.52,5.75,5619.41,280.77
1654,68.07,5.3,9.57,6.83,67.98,9.97,3.41,4645.22,226.29
1655,65.23,1.84,9.61,9.05,101.74,7.14,4.11,4257.42,245.97
1656,67.5,4.19,7.7,9.13,100.96,5.44,6.34,4564.16,277.07
1657,66.26,3.92,8.24,7.87,79.87,5.98,6.44,4400.53,255.47
1658,61.22,4.62,6.69,9.03,97.54,8.41,3.6,3755.53,243.38
1659,61.37,3.87,7.91,6.18,55.35,8.84,-1.26,3773.45,188.27
1660,60.7,3.05,7.47,9.93,114.79,5.62,6.62,3687.68,281.46
1661,74.61,5.16,9.64,8.25,91.03,6.45,5.7,5577.5,272.42
1662,62.37,4.12,8.4,7.54,76.69,9.83,8.92,3899.86,291.57
1663,70.71,4.75,7.79,8.7,92.1,6.51,6.77,5014.45,285.07
1664,64.46,4.6,8.09,8.51,91.05,7.64,3.02,4168.56,235.39
1665,64.17,3.64,8.21,7.51,72.7,3.68,2.29,4129.33,205.42
1666,71.77,2.8,10.21,7.33,76.93,6.79,5.58,5155.9,246.87
1667,64.6,4.23,9.5,7.32,72.04,9.06,8.21,4183.92,274.76
1668,61.26,4.89,7.9,6.43,59.64,10.06,6.71,3762.92,239.19
1669,69.96,4.15,8.08,7.75,75.83,7.82,9.2,4906.3,310.46
1670,67.41,4.94,6.79,9.04,95.09,11.36,4.75,4551.5,273.54
1671,64.57,4.41,8.7,10.03,119.17,9.72,4.31,4173.41,276.7
1672,61.64,2.94,8.65,7.87,79.23,5.9,6.33,3807.95,241.76
1673,66.55,3.59,8.33,8.51,95.69,10.09,6.24,4436.57,268.79
1674,63.74,3.2,7.7,8.52,89.34,6.53,8.14,4069.79,287.14
1675,67.51,4.11,9.02,7.23,74.69,6.66,8.96,4571.42,290.28
1676,68.64,3.48,7.16,9.04,97.81,5.43,7.27,4720.4,291.37
1677,62.11,4.11,7.64,5.57,46.54,7.79,5.68,3865.07,210.45
1678,68.67,4.99,8.71,8.42,90.45,3.57,6.96,4725.47,272.88
1679,72.45,3.62,10.32,10.71,138.58,9.1,4.81,5253.67,306.03
1680,67.57,4.88,8.57,9.62,112.29,7.91,8.55,4576.48,332.77
1681,64.26,5.36,7.48,7.54,70.93,7.93,5.7,4142.16,242.42
1682,60.92,4.01,5.88,5.52,42.67,7.68,3.49,3718.16,188.95
1683,64.33,4.72,7.11,8.3,89.12,4.88,7.55,4149.94,275.84
1684,67.3,2.94,7.17,9.15,100.79,7.16,4.88,4535.43,262.43
1685,66.86,3.65,8.51,8.84,98.87,5.46,4.37,4473.86,249.98
1686,59.34,5.7,6.66,8.55,88.79,9.25,7.81,3530.39,282.68
1687,61.97,5.63,6.99,7.68,74.68,8.43,3.14,3850.45,221.93
1688,60.99,4.87,8.82,7.28,72.26,5.34,4.48,3729.43,217.82
1689,62.52,4.97,9.0,8.44,91.73,6.75,7.89,3922.38,281.84
1690,68.14,5.64,9.44,8.18,87.15,5.77,7.23,4657.81,276.52
1691,64.86,3.45,7.05,8.74,92.79,8.71,6.85,4213.43,281.86
1692,66.59,2.99,8.14,6.75,62.31,6.48,4.84,4441.85,221.29
1693,64.61,4.23,8.75,8.14,84.78,6.46,7.58,4181.57,271.88
